label,cluster_no
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
chickpea,3
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,3
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
kidneybeans,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,0
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,3
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,3
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,0
pigeonpeas,6
pigeonpeas,4
pigeonpeas,6
pigeonpeas,4
pigeonpeas,4
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,4
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,0
mothbeans,4
mothbeans,4
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
mungbean,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,4
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
pomegranate,7
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,4
mango,4
mango,4
mango,4
mango,0
mango,0
mango,4
mango,4
mango,0
mango,4
mango,4
mango,4
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,4
mango,4
mango,0
mango,0
mango,4
mango,4
mango,4
mango,0
mango,4
mango,4
mango,0
mango,4
mango,4
mango,0
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,0
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,4
mango,0
mango,4
mango,0
mango,0
mango,4
mango,4
mango,4
mango,0
mango,0
mango,4
mango,0
mango,4
mango,4
mango,0
mango,4
mango,4
mango,4
mango,4
mango,0
mango,0
mango,4
mango,0
mango,0
mango,0
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,0
mango,0
mango,4
mango,4
mango,4
mango,4
mango,4
mango,0
mango,0
mango,4
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
watermelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
muskmelon,5
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,7
orange,7
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,0
orange,0
orange,7
orange,7
orange,7
orange,7
papaya,6
papaya,0
papaya,0
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,0
papaya,6
papaya,0
papaya,6
papaya,6
papaya,0
papaya,0
papaya,6
papaya,0
papaya,0
papaya,0
papaya,0
papaya,6
papaya,0
papaya,6
papaya,6
papaya,0
papaya,0
papaya,0
papaya,0
papaya,0
papaya,6
papaya,0
papaya,0
papaya,0
papaya,6
papaya,6
papaya,0
papaya,6
papaya,6
papaya,6
papaya,0
papaya,0
papaya,6
papaya,0
papaya,0
papaya,6
papaya,6
papaya,0
papaya,6
papaya,6
papaya,6
papaya,0
papaya,6
papaya,1
papaya,0
papaya,0
papaya,6
papaya,6
papaya,7
papaya,0
papaya,6
papaya,1
papaya,1
papaya,0
papaya,0
papaya,0
papaya,1
papaya,0
papaya,1
papaya,6
papaya,6
papaya,0
papaya,6
papaya,6
papaya,0
papaya,6
papaya,6
papaya,1
papaya,0
papaya,0
papaya,6
papaya,6
papaya,6
papaya,0
papaya,0
papaya,6
papaya,0
papaya,0
papaya,1
papaya,6
papaya,0
papaya,6
papaya,0
papaya,0
papaya,0
papaya,6
papaya,6
papaya,6
coconut,6
coconut,6
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,6
coconut,7
coconut,7
coconut,7
coconut,7
coconut,6
coconut,7
coconut,7
coconut,7
coconut,7
coconut,6
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,6
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
coconut,7
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,1
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,1
coffee,6
coffee,1
coffee,6
coffee,1
coffee,1
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
coffee,6
coffee,6
coffee,6
coffee,1
coffee,6
